state;district;school;race;n
B;B15;B15_10;hisp;15
B;B15;B15_10;native;2
B;B15;B15_10;white;317
B;B15;B15_11;asian;15
B;B15;B15_11;black;10
B;B15;B15_11;hisp;31
B;B15;B15_11;native;5
B;B15;B15_11;white;438
B;B15;B15_12;asian;37
B;B15;B15_12;black;10
B;B15;B15_12;hisp;73
B;B15;B15_12;native;2
B;B15;B15_12;white;296
B;B15;B15_13;asian;12
B;B15;B15_13;black;14
B;B15;B15_13;hisp;23
B;B15;B15_13;native;6
B;B15;B15_13;white;437
B;B15;B15_14;asian;4
B;B15;B15_14;black;4
B;B15;B15_14;hisp;4
B;B15;B15_14;native;2
B;B15;B15_14;white;151
B;B15;B15_15;asian;50
B;B15;B15_15;black;7
B;B15;B15_15;hisp;54
B;B15;B15_15;native;7
B;B15;B15_15;white;196
B;B15;B15_16;asian;12
B;B15;B15_16;black;10
B;B15;B15_16;hisp;3
B;B15;B15_16;native;1
B;B15;B15_16;white;328
B;B15;B15_17;black;3
B;B15;B15_17;hisp;11
B;B15;B15_17;native;1
B;B15;B15_17;white;264
B;B15;B15_18;asian;32
B;B15;B15_18;hisp;186
B;B15;B15_18;white;161
B;B15;B15_19;asian;36
B;B15;B15_19;black;9
B;B15;B15_19;hisp;35
B;B15;B15_19;native;3
B;B15;B15_19;white;140
B;B15;B15_20;asian;16
B;B15;B15_20;black;2
B;B15;B15_20;hisp;3
B;B15;B15_20;white;163
B;B15;B15_21;asian;9
B;B15;B15_21;black;1
B;B15;B15_21;hisp;15
B;B15;B15_21;white;259
B;B15;B15_22;asian;24
B;B15;B15_22;black;9
B;B15;B15_22;hisp;92
B;B15;B15_22;native;4
B;B15;B15_22;white;390
B;B15;B15_23;asian;26
B;B15;B15_23;black;13
B;B15;B15_23;hisp;31
B;B15;B15_23;native;3
B;B15;B15_23;white;456
B;B15;B15_24;asian;4
B;B15;B15_24;black;3
B;B15;B15_24;hisp;142
B;B15;B15_24;native;123
B;B15;B15_24;white;128
B;B15;B15_25;asian;43
B;B15;B15_25;black;12
B;B15;B15_25;hisp;21
B;B15;B15_25;white;530
B;B15;B15_26;asian;41
B;B15;B15_26;black;7
B;B15;B15_26;hisp;42
B;B15;B15_26;native;2
B;B15;B15_26;white;612
B;B15;B15_27;asian;4
B;B15;B15_27;black;5
B;B15;B15_27;hisp;4
B;B15;B15_27;native;1
B;B15;B15_27;white;131
B;B15;B15_28;asian;24
B;B15;B15_28;black;10
B;B15;B15_28;hisp;55
B;B15;B15_28;native;5
B;B15;B15_28;white;580
B;B15;B15_29;asian;64
B;B15;B15_29;black;3
B;B15;B15_29;hisp;25
B;B15;B15_29;native;2
B;B15;B15_29;white;416
B;B15;B15_30;asian;16
B;B15;B15_30;black;9
B;B15;B15_30;hisp;7
B;B15;B15_30;native;4
B;B15;B15_30;white;171
B;B15;B15_31;asian;52
B;B15;B15_31;black;6
B;B15;B15_31;hisp;28
B;B15;B15_31;white;410
B;B15;B15_32;asian;13
B;B15;B15_32;hisp;20
B;B15;B15_32;white;281
B;B15;B15_33;black;2
B;B15;B15_33;hisp;245
B;B15;B15_33;white;60
B;B15;B15_34;asian;4
B;B15;B15_34;black;5
B;B15;B15_34;hisp;172
B;B15;B15_34;native;3
B;B15;B15_34;white;93
B;B16;B16_1;asian;13
B;B16;B16_1;black;10
B;B16;B16_1;hisp;123
B;B16;B16_1;native;1
B;B16;B16_1;white;384
B;B16;B16_2;black;3
B;B16;B16_2;hisp;335
B;B16;B16_2;native;3
B;B16;B16_2;white;83
B;B16;B16_3;asian;13
B;B16;B16_3;black;5
B;B16;B16_3;hisp;224
B;B16;B16_3;native;1
B;B16;B16_3;white;381
B;B16;B16_4;asian;4
B;B16;B16_4;black;6
B;B16;B16_4;hisp;295
B;B16;B16_4;white;230
B;B16;B16_5;asian;12
B;B16;B16_5;black;10
B;B16;B16_5;hisp;228
B;B16;B16_5;native;7
B;B16;B16_5;white;501
B;B17;B17_1;black;7
B;B17;B17_1;hisp;223
B;B17;B17_1;native;3
B;B17;B17_1;white;258
B;B17;B17_2;black;3
B;B17;B17_2;hisp;121
B;B17;B17_2;native;1
B;B17;B17_2;white;108
B;B18;B18_1;black;11
B;B18;B18_1;hisp;33
B;B18;B18_1;white;342
B;B19;B19_1;asian;7
B;B19;B19_1;black;7
B;B19;B19_1;hisp;115
B;B19;B19_1;native;1
B;B19;B19_1;white;235
B;B20;B20_1;black;5
B;B20;B20_1;hisp;11
B;B20;B20_1;white;280
B;B21;B21_1;asian;10
B;B21;B21_1;black;1
B;B21;B21_1;hisp;3
B;B21;B21_1;native;7
B;B21;B21_1;white;273
B;B22;B22_1;asian;4
B;B22;B22_1;hisp;51
B;B22;B22_1;native;2
B;B22;B22_1;white;432
B;B22;B22_2;asian;3
B;B22;B22_2;black;4
B;B22;B22_2;hisp;15
B;B22;B22_2;native;1
B;B22;B22_2;white;293
B;B22;B22_3;hisp;33
B;B22;B22_3;white;291
B;B22;B22_4;asian;2
B;B22;B22_4;black;2
B;B22;B22_4;hisp;44
B;B22;B22_4;native;3
B;B22;B22_4;white;432
B;B22;B22_5;asian;3
B;B22;B22_5;black;13
B;B22;B22_5;hisp;52
B;B22;B22_5;native;1
B;B22;B22_5;white;299
B;B22;B22_6;asian;5
B;B22;B22_6;hisp;14
B;B22;B22_6;native;1
B;B22;B22_6;white;227
B;B23;B23_1;hisp;287
B;B23;B23_1;native;5
B;B23;B23_1;white;44
B;B24;B24_1;black;3
B;B24;B24_1;hisp;16
B;B24;B24_1;white;74
B;B25;B25_1;asian;73
B;B25;B25_1;black;92
B;B25;B25_1;hisp;68
B;B25;B25_1;native;4
B;B25;B25_1;white;463
B;B25;B25_2;asian;17
B;B25;B25_2;black;13
B;B25;B25_2;hisp;11
B;B25;B25_2;white;497
B;B25;B25_3;asian;13
B;B25;B25_3;black;13
B;B25;B25_3;hisp;7
B;B25;B25_3;white;480
B;B25;B25_4;asian;29
B;B25;B25_4;black;3
B;B25;B25_4;hisp;12
B;B25;B25_4;white;481
B;B25;B25_5;asian;16
B;B25;B25_5;black;8
B;B25;B25_5;hisp;20
B;B25;B25_5;native;2
B;B25;B25_5;white;338
B;B25;B25_6;asian;63
B;B25;B25_6;black;189
B;B25;B25_6;hisp;95
B;B25;B25_6;native;5
B;B25;B25_6;white;378
B;B25;B25_7;asian;1
B;B25;B25_7;black;6
B;B25;B25_7;hisp;12
B;B25;B25_7;native;1
B;B25;B25_7;white;341
B;B25;B25_8;asian;13
B;B25;B25_8;black;8
B;B25;B25_8;hisp;5
B;B25;B25_8;white;293
B;B25;B25_9;asian;6
B;B25;B25_9;black;49
B;B25;B25_9;hisp;63
B;B25;B25_9;native;5
B;B25;B25_9;white;124
B;B25;B25_10;asian;22
B;B25;B25_10;black;14
B;B25;B25_10;hisp;12
B;B25;B25_10;white;500
B;B25;B25_11;asian;43
B;B25;B25_11;black;62
B;B25;B25_11;hisp;48
B;B25;B25_11;native;2
B;B25;B25_11;white;373
B;B25;B25_12;asian;50
B;B25;B25_12;black;76
B;B25;B25_12;hisp;91
B;B25;B25_12;native;4
B;B25;B25_12;white;556
B;B25;B25_13;asian;13
B;B25;B25_13;black;69
B;B25;B25_13;hisp;35
B;B25;B25_13;native;1
B;B25;B25_13;white;317
B;B25;B25_14;asian;47
B;B25;B25_14;black;156
B;B25;B25_14;hisp;75
B;B25;B25_14;native;4
B;B25;B25_14;white;346
B;B25;B25_15;asian;34
B;B25;B25_15;black;61
B;B25;B25_15;hisp;47
B;B25;B25_15;native;1
B;B25;B25_15;white;491
B;B25;B25_16;asian;35
B;B25;B25_16;black;163
B;B25;B25_16;hisp;141
B;B25;B25_16;native;4
B;B25;B25_16;white;291
B;B25;B25_17;asian;26
B;B25;B25_17;black;4
B;B25;B25_17;hisp;51
B;B25;B25_17;white;260
B;B25;B25_18;asian;16
B;B25;B25_18;black;9
B;B25;B25_18;hisp;10
B;B25;B25_18;native;1
B;B25;B25_18;white;538
B;B25;B25_19;asian;38
B;B25;B25_19;black;20
B;B25;B25_19;hisp;5
B;B25;B25_19;native;4
B;B25;B25_19;white;417
B;B25;B25_20;asian;18
B;B25;B25_20;black;9
B;B25;B25_20;hisp;16
B;B25;B25_20;white;402
B;B25;B25_21;asian;23
B;B25;B25_21;black;26
B;B25;B25_21;hisp;29
B;B25;B25_21;native;2
B;B25;B25_21;white;498
B;B25;B25_22;asian;17
B;B25;B25_22;black;96
B;B25;B25_22;hisp;67
B;B25;B25_22;native;2
B;B25;B25_22;white;449
B;B25;B25_23;asian;17
B;B25;B25_23;black;50
B;B25;B25_23;hisp;70
B;B25;B25_23;native;2
B;B25;B25_23;white;417
B;B25;B25_24;asian;67
B;B25;B25_24;black;34
B;B25;B25_24;hisp;35
B;B25;B25_24;native;4
B;B25;B25_24;white;515
B;B25;B25_25;asian;36
B;B25;B25_25;black;74
B;B25;B25_25;hisp;68
B;B25;B25_25;native;4
B;B25;B25_25;white;540
B;B25;B25_26;asian;58
B;B25;B25_26;black;54
B;B25;B25_26;hisp;25
B;B25;B25_26;white;440
B;B25;B25_27;asian;14
B;B25;B25_27;black;24
B;B25;B25_27;hisp;22
B;B25;B25_27;white;561
B;B25;B25_28;asian;39
B;B25;B25_28;black;34
B;B25;B25_28;hisp;27
B;B25;B25_28;white;497
B;B25;B25_29;asian;31
B;B25;B25_29;black;64
B;B25;B25_29;hisp;50
B;B25;B25_29;native;2
B;B25;B25_29;white;444
B;B25;B25_30;asian;38
B;B25;B25_30;black;38
B;B25;B25_30;hisp;22
B;B25;B25_30;white;749
B;B25;B25_31;asian;7
B;B25;B25_31;black;53
B;B25;B25_31;hisp;74
B;B25;B25_31;native;1
B;B25;B25_31;white;103
B;B25;B25_32;asian;26
B;B25;B25_32;black;45
B;B25;B25_32;hisp;40
B;B25;B25_32;native;1
B;B25;B25_32;white;522
B;B25;B25_33;asian;24
B;B25;B25_33;black;37
B;B25;B25_33;hisp;32
B;B25;B25_33;native;2
B;B25;B25_33;white;309
B;B25;B25_34;asian;33
B;B25;B25_34;black;169
B;B25;B25_34;hisp;145
B;B25;B25_34;native;6
B;B25;B25_34;white;266
B;B25;B25_35;asian;53
B;B25;B25_35;black;47
B;B25;B25_35;hisp;44
B;B25;B25_35;white;606
B;B26;B26_1;asian;5
B;B26;B26_1;black;1
B;B26;B26_1;hisp;26
B;B26;B26_1;native;2
B;B26;B26_1;white;279
B;B26;B26_2;asian;24
B;B26;B26_2;black;2
B;B26;B26_2;hisp;20
B;B26;B26_2;native;3
B;B26;B26_2;white;291
B;B26;B26_3;black;1
B;B26;B26_3;hisp;27
B;B26;B26_3;white;239
B;B26;B26_4;asian;18
B;B26;B26_4;black;8
B;B26;B26_4;hisp;40
B;B26;B26_4;white;247
B;B26;B26_5;asian;10
B;B26;B26_5;black;4
B;B26;B26_5;hisp;16
B;B26;B26_5;native;2
B;B26;B26_5;white;323
B;B26;B26_6;asian;22
B;B26;B26_6;black;11
B;B26;B26_6;hisp;22
B;B26;B26_6;native;9
B;B26;B26_6;white;327
B;B26;B26_7;asian;10
B;B26;B26_7;black;6
B;B26;B26_7;hisp;13
B;B26;B26_7;native;3
B;B26;B26_7;white;221
B;B27;B27_1;asian;2
B;B27;B27_1;black;6
B;B27;B27_1;hisp;6
B;B27;B27_1;white;161
B;B27;B27_2;black;1
B;B27;B27_2;hisp;10
B;B27;B27_2;native;4
B;B27;B27_2;white;332
B;B27;B27_3;asian;4
B;B27;B27_3;black;5
B;B27;B27_3;hisp;5
B;B27;B27_3;native;4
B;B27;B27_3;white;230
B;B28;B28_1;hisp;13
B;B28;B28_1;white;141
B;B29;B29_1;asian;12
B;B29;B29_1;black;90
B;B29;B29_1;hisp;137
B;B29;B29_1;white;80
B;B29;B29_2;asian;1
B;B29;B29_2;black;18
B;B29;B29_2;hisp;56
B;B29;B29_2;native;2
B;B29;B29_2;white;278
B;B29;B29_3;asian;9
B;B29;B29_3;black;20
B;B29;B29_3;hisp;55
B;B29;B29_3;native;8
B;B29;B29_3;white;239
B;B29;B29_4;asian;3
B;B29;B29_4;black;13
B;B29;B29_4;hisp;69
B;B29;B29_4;native;6
B;B29;B29_4;white;136
B;B29;B29_5;asian;2
B;B29;B29_5;black;2
B;B29;B29_5;hisp;50
B;B29;B29_5;native;3
B;B29;B29_5;white;143
B;B29;B29_6;asian;12
B;B29;B29_6;black;50
B;B29;B29_6;hisp;49
B;B29;B29_6;white;355
B;B29;B29_7;asian;5
B;B29;B29_7;black;38
B;B29;B29_7;hisp;53
B;B29;B29_7;native;6
B;B29;B29_7;white;192
B;B29;B29_8;asian;7
B;B29;B29_8;black;22
B;B29;B29_8;hisp;42
B;B29;B29_8;native;8
B;B29;B29_8;white;184
B;B29;B29_9;asian;5
B;B29;B29_9;black;29
B;B29;B29_9;hisp;55
B;B29;B29_9;native;4
B;B29;B29_9;white;303
B;B29;B29_10;asian;12
B;B29;B29_10;black;48
B;B29;B29_10;hisp;54
B;B29;B29_10;native;4
B;B29;B29_10;white;413
B;B29;B29_11;black;94
B;B29;B29_11;hisp;110
B;B29;B29_11;white;87
B;B29;B29_12;asian;13
B;B29;B29_12;black;52
B;B29;B29_12;hisp;87
B;B29;B29_12;native;13
B;B29;B29_12;white;378
B;B29;B29_13;asian;2
B;B29;B29_13;black;4
B;B29;B29_13;hisp;20
B;B29;B29_13;native;12
B;B29;B29_13;white;246
B;B29;B29_14;black;7
B;B29;B29_14;hisp;41
B;B29;B29_14;native;4
B;B29;B29_14;white;66
B;B29;B29_15;asian;6
B;B29;B29_15;black;16
B;B29;B29_15;hisp;60
B;B29;B29_15;native;4
B;B29;B29_15;white;203
B;B29;B29_16;asian;4
B;B29;B29_16;black;37
B;B29;B29_16;hisp;56
B;B29;B29_16;native;4
B;B29;B29_16;white;189
B;B29;B29_17;asian;21
B;B29;B29_17;black;36
B;B29;B29_17;hisp;90
B;B29;B29_17;native;5
B;B29;B29_17;white;453
B;B29;B29_18;asian;13
B;B29;B29_18;black;22
B;B29;B29_18;hisp;76
B;B29;B29_18;native;9
B;B29;B29_18;white;229
B;B29;B29_19;asian;7
B;B29;B29_19;black;34
B;B29;B29_19;hisp;92
B;B29;B29_19;native;7
B;B29;B29_19;white;238
B;B29;B29_20;asian;20
B;B29;B29_20;black;25
B;B29;B29_20;hisp;36
B;B29;B29_20;native;1
B;B29;B29_20;white;214
B;B29;B29_21;asian;6
B;B29;B29_21;black;69
B;B29;B29_21;hisp;123
B;B29;B29_21;native;7
B;B29;B29_21;white;311
B;B29;B29_22;asian;2
B;B29;B29_22;black;14
B;B29;B29_22;hisp;33
B;B29;B29_22;native;2
B;B29;B29_22;white;104
B;B29;B29_23;asian;18
B;B29;B29_23;black;88
B;B29;B29_23;hisp;172
B;B29;B29_23;native;8
B;B29;B29_23;white;283
B;B29;B29_24;asian;20
B;B29;B29_24;black;31
B;B29;B29_24;hisp;55
B;B29;B29_24;native;4
B;B29;B29_24;white;450
B;B29;B29_25;asian;4
B;B29;B29_25;black;16
B;B29;B29_25;hisp;50
B;B29;B29_25;native;1
B;B29;B29_25;white;94
B;B29;B29_26;asian;4
B;B29;B29_26;black;28
B;B29;B29_26;hisp;75
B;B29;B29_26;native;8
B;B29;B29_26;white;158
B;B29;B29_27;asian;30
B;B29;B29_27;black;202
B;B29;B29_27;hisp;187
B;B29;B29_27;native;14
B;B29;B29_27;white;307
B;B29;B29_28;asian;2
B;B29;B29_28;black;7
B;B29;B29_28;hisp;8
B;B29;B29_28;native;2
B;B29;B29_28;white;252
B;B29;B29_29;asian;12
B;B29;B29_29;black;22
B;B29;B29_29;hisp;39
B;B29;B29_29;native;8
B;B29;B29_29;white;237
B;B29;B29_30;asian;1
B;B29;B29_30;black;17
B;B29;B29_30;hisp;48
B;B29;B29_30;native;2
B;B29;B29_30;white;221
B;B29;B29_31;asian;2
B;B29;B29_31;black;26
B;B29;B29_31;hisp;55
B;B29;B29_31;native;3
B;B29;B29_31;white;142
B;B29;B29_32;asian;6
B;B29;B29_32;black;8
B;B29;B29_32;hisp;32
B;B29;B29_32;native;2
B;B29;B29_32;white;94
B;B29;B29_33;asian;2
B;B29;B29_33;black;58
B;B29;B29_33;hisp;121
B;B29;B29_33;native;8
B;B29;B29_33;white;256
B;B29;B29_34;asian;15
B;B29;B29_34;black;107
B;B29;B29_34;hisp;178
B;B29;B29_34;native;3
B;B29;B29_34;white;252
B;B29;B29_35;asian;25
B;B29;B29_35;black;42
B;B29;B29_35;hisp;42
B;B29;B29_35;native;1
B;B29;B29_35;white;367
B;B29;B29_36;asian;13
B;B29;B29_36;black;37
B;B29;B29_36;hisp;51
B;B29;B29_36;native;7
B;B29;B29_36;white;408
B;B29;B29_37;asian;16
B;B29;B29_37;black;19
B;B29;B29_37;hisp;32
B;B29;B29_37;native;6
B;B29;B29_37;white;476
B;B29;B29_38;asian;19
B;B29;B29_38;black;46
B;B29;B29_38;hisp;68
B;B29;B29_38;native;5
B;B29;B29_38;white;566
B;B29;B29_39;asian;22
B;B29;B29_39;black;28
B;B29;B29_39;hisp;50
B;B29;B29_39;native;2
B;B29;B29_39;white;549
B;B29;B29_40;asian;12
B;B29;B29_40;black;9
B;B29;B29_40;hisp;33
B;B29;B29_40;native;6
B;B29;B29_40;white;331
B;B30;B30_1;black;5
B;B30;B30_1;hisp;25
B;B30;B30_1;native;45
B;B30;B30_1;white;125
B;B30;B30_2;asian;4
B;B30;B30_2;hisp;31
B;B30;B30_2;native;81
B;B30;B30_2;white;208
B;B30;B30_3;hisp;7
B;B30;B30_3;native;5
B;B30;B30_3;white;155
B;B30;B30_4;asian;3
B;B30;B30_4;black;6
B;B30;B30_4;hisp;64
B;B30;B30_4;native;116
B;B30;B30_4;white;200
B;B30;B30_5;black;2
B;B30;B30_5;hisp;30
B;B30;B30_5;native;113
B;B30;B30_5;white;187
B;B31;B31_1;hisp;20
B;B31;B31_1;native;1
B;B31;B31_1;white;168
B;B32;B32_1;asian;3
B;B32;B32_1;black;8
B;B32;B32_1;hisp;16
B;B32;B32_1;native;1
B;B32;B32_1;white;347
B;B33;B33_1;asian;5
B;B33;B33_1;black;7
B;B33;B33_1;hisp;106
B;B33;B33_1;native;1
B;B33;B33_1;white;159
B;B34;B34_1;hisp;55
B;B34;B34_1;white;70
B;B34;B34_2;hisp;110
B;B34;B34_2;white;126
B;B35;B35_1;black;1
B;B35;B35_1;hisp;33
B;B35;B35_1;native;8
B;B35;B35_1;white;323
B;B35;B35_2;black;3
B;B35;B35_2;hisp;1
B;B35;B35_2;native;4
B;B35;B35_2;white;139
B;B35;B35_3;asian;2
B;B35;B35_3;black;2
B;B35;B35_3;hisp;184
B;B35;B35_3;native;3
B;B35;B35_3;white;528
B;B35;B35_4;asian;3
B;B35;B35_4;hisp;29
B;B35;B35_4;native;4
B;B35;B35_4;white;213
B;B35;B35_5;asian;1
B;B35;B35_5;hisp;12
B;B35;B35_5;native;5
B;B35;B35_5;white;215
B;B36;B36_1;asian;19
B;B36;B36_1;black;284
B;B36;B36_1;hisp;295
B;B36;B36_1;native;8
B;B36;B36_1;white;29
B;B36;B36_2;asian;12
B;B36;B36_2;black;9
B;B36;B36_2;hisp;49
B;B36;B36_2;native;5
B;B36;B36_2;white;168
B;B36;B36_3;black;132
B;B36;B36_3;hisp;268
B;B36;B36_3;native;2
B;B36;B36_3;white;18
B;B36;B36_4;asian;1
B;B36;B36_4;black;15
B;B36;B36_4;hisp;482
B;B36;B36_4;native;7
B;B36;B36_4;white;39
B;B36;B36_5;asian;3
B;B36;B36_5;black;125
B;B36;B36_5;hisp;76
B;B36;B36_5;native;3
B;B36;B36_5;white;5
B;B36;B36_6;asian;11
B;B36;B36_6;black;2
B;B36;B36_6;hisp;417
B;B36;B36_6;native;2
B;B36;B36_6;white;50
B;B36;B36_7;asian;18
B;B36;B36_7;black;48
B;B36;B36_7;hisp;59
B;B36;B36_7;native;3
B;B36;B36_7;white;174
B;B36;B36_8;asian;11
B;B36;B36_8;black;11
B;B36;B36_8;hisp;14
B;B36;B36_8;white;294
B;B36;B36_9;asian;38
B;B36;B36_9;black;23
B;B36;B36_9;hisp;417
B;B36;B36_9;native;15
B;B36;B36_9;white;60
B;B36;B36_10;black;2
B;B36;B36_10;hisp;510
B;B36;B36_10;native;3
B;B36;B36_10;white;9
B;B36;B36_11;asian;12
B;B36;B36_11;black;31
B;B36;B36_11;hisp;36
B;B36;B36_11;native;1
B;B36;B36_11;white;145
B;B36;B36_12;asian;6
B;B36;B36_12;black;8
B;B36;B36_12;hisp;389
B;B36;B36_12;white;206
B;B36;B36_13;asian;13
B;B36;B36_13;black;41
B;B36;B36_13;hisp;621
B;B36;B36_13;native;4
B;B36;B36_13;white;25
B;B36;B36_14;asian;1
B;B36;B36_14;black;5
B;B36;B36_14;hisp;303
B;B36;B36_14;native;10
B;B36;B36_14;white;16
B;B36;B36_15;asian;14
B;B36;B36_15;black;25
B;B36;B36_15;hisp;372
B;B36;B36_15;native;21
B;B36;B36_15;white;51
B;B36;B36_16;asian;1
B;B36;B36_16;black;12
B;B36;B36_16;hisp;319
B;B36;B36_16;native;3
B;B36;B36_16;white;23
B;B36;B36_17;asian;27
B;B36;B36_17;black;259
B;B36;B36_17;hisp;124
B;B36;B36_17;native;2
B;B36;B36_17;white;7
B;B36;B36_18;asian;26
B;B36;B36_18;black;23
B;B36;B36_18;hisp;35
B;B36;B36_18;white;319
B;B36;B36_19;asian;3
B;B36;B36_19;black;13
B;B36;B36_19;hisp;573
B;B36;B36_19;native;2
B;B36;B36_19;white;24
B;B36;B36_20;asian;4
B;B36;B36_20;black;22
B;B36;B36_20;hisp;255
B;B36;B36_20;native;4
B;B36;B36_20;white;3
B;B36;B36_21;asian;33
B;B36;B36_21;black;23
B;B36;B36_21;hisp;306
B;B36;B36_21;native;1
B;B36;B36_21;white;153
B;B36;B36_22;black;12
B;B36;B36_22;hisp;517
B;B36;B36_22;native;6
B;B36;B36_22;white;42
B;B36;B36_23;asian;3
B;B36;B36_23;black;122
B;B36;B36_23;hisp;121
B;B36;B36_23;native;7
B;B36;B36_23;white;18
B;B36;B36_24;asian;8
B;B36;B36_24;black;15
B;B36;B36_24;hisp;288
B;B36;B36_24;native;6
B;B36;B36_24;white;197
B;B36;B36_25;asian;42
B;B36;B36_25;black;51
B;B36;B36_25;hisp;222
B;B36;B36_25;native;1
B;B36;B36_25;white;217
B;B36;B36_26;asian;2
B;B36;B36_26;black;10
B;B36;B36_26;hisp;431
B;B36;B36_26;native;11
B;B36;B36_26;white;27
B;B36;B36_27;asian;33
B;B36;B36_27;black;89
B;B36;B36_27;hisp;231
B;B36;B36_27;native;6
B;B36;B36_27;white;27
B;B36;B36_28;asian;10
B;B36;B36_28;black;89
B;B36;B36_28;hisp;213
B;B36;B36_28;native;8
B;B36;B36_28;white;49
B;B36;B36_29;asian;21
B;B36;B36_29;black;15
B;B36;B36_29;hisp;463
B;B36;B36_29;native;10
B;B36;B36_29;white;110
B;B36;B36_30;asian;22
B;B36;B36_30;black;223
B;B36;B36_30;hisp;382
B;B36;B36_30;native;10
B;B36;B36_30;white;30
B;B36;B36_31;asian;9
B;B36;B36_31;black;27
B;B36;B36_31;hisp;438
B;B36;B36_31;native;5
B;B36;B36_31;white;25
B;B36;B36_32;asian;4
B;B36;B36_32;black;169
B;B36;B36_32;hisp;287
B;B36;B36_32;white;6
B;B36;B36_33;asian;19
B;B36;B36_33;black;24
B;B36;B36_33;hisp;401
B;B36;B36_33;native;8
B;B36;B36_33;white;78
B;B36;B36_34;asian;28
B;B36;B36_34;black;19
B;B36;B36_34;hisp;536
B;B36;B36_34;native;6
B;B36;B36_34;white;66
B;B36;B36_35;asian;31
B;B36;B36_35;black;85
B;B36;B36_35;hisp;297
B;B36;B36_35;native;10
B;B36;B36_35;white;28
B;B36;B36_36;asian;35
B;B36;B36_36;black;12
B;B36;B36_36;hisp;303
B;B36;B36_36;native;12
B;B36;B36_36;white;160
B;B36;B36_37;asian;1
B;B36;B36_37;black;294
B;B36;B36_37;hisp;84
B;B36;B36_37;native;5
B;B36;B36_37;white;8
B;B36;B36_38;asian;4
B;B36;B36_38;black;123
B;B36;B36_38;hisp;410
B;B36;B36_38;native;5
B;B36;B36_38;white;5
B;B36;B36_39;asian;24
B;B36;B36_39;black;130
B;B36;B36_39;hisp;141
B;B36;B36_39;native;3
B;B36;B36_39;white;269
B;B36;B36_40;asian;22
B;B36;B36_40;black;19
B;B36;B36_40;hisp;320
B;B36;B36_40;native;8
B;B36;B36_40;white;63
B;B36;B36_41;asian;16
B;B36;B36_41;black;3
B;B36;B36_41;hisp;124
B;B36;B36_41;native;2
B;B36;B36_41;white;202
B;B36;B36_42;asian;5
B;B36;B36_42;black;8
B;B36;B36_42;hisp;609
B;B36;B36_42;native;18
B;B36;B36_42;white;39
B;B36;B36_43;asian;16
B;B36;B36_43;black;320
B;B36;B36_43;hisp;22
B;B36;B36_43;white;22
B;B36;B36_44;asian;4
B;B36;B36_44;black;19
B;B36;B36_44;hisp;69
B;B36;B36_44;native;7
B;B36;B36_44;white;71
B;B36;B36_45;asian;12
B;B36;B36_45;black;12
B;B36;B36_45;hisp;49
B;B36;B36_45;native;1
B;B36;B36_45;white;115
B;B36;B36_46;asian;37
B;B36;B36_46;black;176
B;B36;B36_46;hisp;146
B;B36;B36_46;native;8
B;B36;B36_46;white;204
B;B36;B36_47;asian;1
B;B36;B36_47;black;136
B;B36;B36_47;hisp;428
B;B36;B36_47;native;7
B;B36;B36_47;white;2
B;B36;B36_48;asian;34
B;B36;B36_48;black;330
B;B36;B36_48;hisp;335
B;B36;B36_48;native;7
B;B36;B36_48;white;79
B;B36;B36_49;asian;4
B;B36;B36_49;black;127
B;B36;B36_49;hisp;85
B;B36;B36_49;native;6
B;B36;B36_49;white;31
B;B36;B36_50;asian;20
B;B36;B36_50;black;97
B;B36;B36_50;hisp;151
B;B36;B36_50;native;21
B;B36;B36_50;white;175
B;B36;B36_51;asian;10
B;B36;B36_51;black;3
B;B36;B36_51;hisp;527
B;B36;B36_51;native;1
B;B36;B36_51;white;12
B;B36;B36_52;asian;1
B;B36;B36_52;black;16
B;B36;B36_52;hisp;631
B;B36;B36_52;native;4
B;B36;B36_52;white;69
B;B36;B36_53;asian;21
B;B36;B36_53;black;108
B;B36;B36_53;hisp;48
B;B36;B36_53;native;2
B;B36;B36_53;white;103
B;B36;B36_54;asian;9
B;B36;B36_54;black;207
B;B36;B36_54;hisp;85
B;B36;B36_54;native;6
B;B36;B36_54;white;254
B;B36;B36_55;black;206
B;B36;B36_55;hisp;59
B;B36;B36_55;native;1
B;B36;B36_55;white;16
B;B36;B36_56;asian;4
B;B36;B36_56;black;14
B;B36;B36_56;hisp;286
B;B36;B36_56;native;5
B;B36;B36_56;white;19
B;B36;B36_57;asian;8
B;B36;B36_57;black;12
B;B36;B36_57;hisp;91
B;B36;B36_57;white;64
B;B36;B36_58;asian;45
B;B36;B36_58;black;15
B;B36;B36_58;hisp;338
B;B36;B36_58;native;9
B;B36;B36_58;white;328
B;B36;B36_59;asian;34
B;B36;B36_59;black;121
B;B36;B36_59;hisp;90
B;B36;B36_59;white;285
B;B36;B36_60;asian;23
B;B36;B36_60;black;10
B;B36;B36_60;hisp;430
B;B36;B36_60;native;5
B;B36;B36_60;white;46
B;B36;B36_61;asian;31
B;B36;B36_61;black;9
B;B36;B36_61;hisp;324
B;B36;B36_61;native;7
B;B36;B36_61;white;89
B;B36;B36_62;asian;2
B;B36;B36_62;black;5
B;B36;B36_62;hisp;515
B;B36;B36_62;native;3
B;B36;B36_62;white;21
B;B36;B36_63;asian;1
B;B36;B36_63;black;301
B;B36;B36_63;hisp;142
B;B36;B36_63;native;4
